Year,Jurisdiction,Industry,Product,"Value (1,000 dollars)"
2021,Northwest Territories,Logging,Total logging,0
2021,Nova Scotia,Logging,Total logging,107091
2021,Nunavut,Logging,Total logging,0
2021,Ontario,Logging,Total logging,1027737
2021,Prince Edward Island,Logging,Total logging,12062
2021,Quebec,Logging,Total logging,2296608
2021,Saskatchewan,Logging,Total logging,160781
2021,Yukon,Logging,Total logging,1655
2022,Canada,Logging,Total logging,11379856
2022,Alberta,Logging,Total logging,1154501
2022,British Columbia,Logging,Total logging,5436950
2022,Manitoba,Logging,Total logging,68207
2022,New Brunswick,Logging,Total logging,708349
2022,Newfoundland and Labrador,Logging,Total logging,28604
2022,Northwest Territories,Logging,Total logging,0
2022,Nova Scotia,Logging,Total logging,111349
2022,Nunavut,Logging,Total logging,0
2022,Ontario,Logging,Total logging,1075340
2022,Prince Edward Island,Logging,Total logging,14396
2022,Quebec,Logging,Total logging,2606426
2022,Saskatchewan,Logging,Total logging,175119
2022,Yukon,Logging,Total logging,497
2023,Canada,Logging,Total logging,10874108
2023,Alberta,Logging,Total logging,1265583
2023,British Columbia,Logging,Total logging,4722788
2023,Manitoba,Logging,Total logging,64569
2023,New Brunswick,Logging,Total logging,682080
2023,Newfoundland and Labrador,Logging,Total logging,29600
2023,Northwest Territories,Logging,Total logging,0
2023,Nova Scotia,Logging,Total logging,104816
2023,Nunavut,Logging,Total logging,0
2023,Ontario,Logging,Total logging,1114399
2023,Prince Edward Island,Logging,Total logging,15601
2023,Quebec,Logging,Total logging,2702594
2023,Saskatchewan,Logging,Total logging,170874
2023,Yukon,Logging,Total logging,1048
